index,month,day,hour,dni,temp,wind,step_weight,azimuth,zenith,Absorbed power (kW),Field efficiency (%),Max flux (kW/m^2),Average flux (kW/m^2),Peak concentration ratio (-),Average concentration ratio (-),Shadowing and cosine efficiency (%),Blocking efficiency (%),Reflection and attenuation efficiency (%),Intercept efficiency (%),Absorption efficiency (%),Field efficiency w/o receiver (%)
320,7.0,9.0,14.873887437751364,667.0182026551458,40.957142857142856,5.585714285714285,7.0,264.55297032024004,41.0756493873244,4357.627597572495,35.74367466440171,96.21330687255418,1.5117020601467226,144.24389992591745,2.2663580306042794,80.7401731746142,99.95581797913702,88.27120000000001,53.39819249661688,93.96277995687093,38.04024815018043
321,7.0,9.0,15.873887437751364,615.1644916443191,39.2142857142857,7.371428571428571,7.0,273.3585830483399,53.373020272729576,3982.093268977987,35.41660601127655,81.29663264025659,1.198786948839474,132.15429977590668,1.948725853202526,75.4276617553979,99.9059801176268,88.2792,56.65550216449235,93.96894012167787,37.689694025937214
322,7.0,9.0,16.873887437751364,608.9652108295519,39.18571428571428,6.714285714285715,7.0,281.04452183139546,65.57658075294653,3592.528821166571,32.27710312127354,69.24506886750963,1.0016590151098135,113.7094002023232,1.6448542499584196,66.85287551422832,99.84265821464685,88.21560000000001,58.29707709635228,94.02993795061757,34.32641116728669
323,7.0,9.0,17.873887437751364,397.2877700974168,37.91428571428572,6.9,7.0,288.58871626636096,77.47083141341749,1781.3942039095268,24.532488863777232,31.378140826473498,0.46739555876842775,78.98088788079087,1.1764660126683995,49.49878507999555,99.78688479989843,88.21520000000001,59.870585455404694,94.04087859376423,26.087047707999574
326,7.0,17.0,5.889345956305078,470.07248861632263,23.485714285714284,3.8142857142857145,7.0,72.35181872203701,78.07680352506168,2249.581924961079,26.183261970999943,38.05917152460935,0.4755772705664842,80.9644734509736,1.011710495898973,48.83442747181821,99.75302034123563,88.1854,64.75816095926228,94.11967096278144,27.81911762245091
327,7.0,17.0,6.889345956305078,696.3187412363768,26.128571428571426,4.199999999999999,7.0,80.01018625868095,66.13592339738543,4485.532812843064,35.244611308326576,84.07527982854786,1.0165432065778408,120.74252041423532,1.4598820143385436,67.50935948881677,99.80724408878096,88.29820000000001,62.96137436456064,94.08938374310193,37.45864826212181
328,7.0,17.0,7.889345956305078,807.2746964025613,29.11428571428571,4.357142857142857,7.0,87.86964385977075,53.909808345721096,5634.129971954296,38.1849558684816,114.03835440823512,1.4420339650906544,141.26338273257107,1.7862989779275327,76.20287503488672,99.89579486993614,88.2874,60.45009150137082,93.9892186321843,40.62695320184958
329,7.0,17.0,8.889345956305078,863.7038259650651,31.44285714285714,4.657142857142858,7.0,96.95367399320767,41.6264104256217,6120.591627698675,38.771743602755535,136.00501927918097,1.7948478762232916,157.46719557160102,2.0780825813962402,81.29679776471231,99.95218921288944,88.2646,57.51781860389198,93.9854484112282,41.252921870534564
330,7.0,17.0,9.889345956305078,900.4303639270653,33.57142857142856,4.2,7.0,109.51030215860241,29.649618814781384,6273.076434198658,38.11686896490966,145.64791423991696,2.117200007452528,161.75366810677033,2.351320093448138,84.97721336764285,99.96985596591232,88.24300000000001,54.08563487061363,94.01203879913817,40.54466795082322
331,7.0,17.0,10.889345956305078,916.7102016317142,36.042857142857144,3.9857142857142858,7.0,132.15855637025453,19.00502647992633,6212.264173432412,37.07700305855535,147.68302997323497,2.3523471569018675,161.1011088459188,2.566075028634749,87.13175879978604,99.9680670365757,88.31,51.237514414069494,94.07384808570657,39.412656984942416
332,7.0,17.0,11.889345956305078,924.4713228494769,38.32857142857142,2.8714285714285714,7.0,179.98766171695644,13.701038108939501,6079.4324793738015,35.97960300847308,146.11696113985676,2.47640443458419,158.05461730222606,2.6787249894904526,87.76583243925622,99.97052047239809,88.1968,49.43019684521406,94.06190487116535,38.25098275200103
333,7.0,17.0,12.889345956305078,913.1644528719277,39.82857142857143,3.9142857142857137,7.0,227.80161812302515,19.01269463527797,5964.169974879494,35.7345063100894,139.8259496324403,2.4311692901258297,153.12241863191653,2.662356470928905,87.22243017981567,99.9668986031664,88.21379999999999,49.400689009192085,94.04459666053008,37.99740503867454
334,7.0,17.0,13.889345956305078,883.2154315063245,40.957142857142856,3.5285714285714285,7.0,250.43640929956388,29.66157118096973,5760.3935280487,35.683896986050264,133.2974578013896,2.227485370399131,150.92292666812978,2.522018174660007,84.77797388052142,99.96738997513486,88.3164,50.70338303453713,94.0270033597827,37.95069045166763
