helio_id,x_location,y_location,z_location,x_aimpoint,y_aimpoint,z_aimpoint,focal_length,slant_range
1151,33.30712874397672,79.34253383168553,0.0,8.817456953860947e-17,-0.7200000000000003,48.75292341855041,"(93.14180625653468, 93.14180625653468)",99.47975517949705
1152,-40.522904680924974,23.41226593520304,0.0,-1.44,-1.7634913907721887e-16,50.0,"(93.14180625653468, 93.14180625653468)",67.64323790682211
1153,-36.43967266427731,74.62876627762463,0.0,1.2799999999999998,-0.7200000000000002,48.75292341855041,"(93.14180625653468, 93.14180625653468)",97.35018144469672
1154,32.565764822893414,15.108969571085842,0.0,1.44,1.7634913907721887e-16,50.0,"(93.14180625653468, 93.14180625653468)",60.8037350605213
1155,37.53184532103011,27.957120502624548,0.0,-1.44,0.32000000000000006,50.55425625842204,"(93.14180625653468, 93.14180625653468)",69.5582344747557
1156,39.54416257863873,42.0184388804985,0.0,-1.44,-0.24000000000000027,49.58430780618347,"(93.14180625653468, 93.14180625653468)",76.9680506412074
1157,28.892209393761714,9.614714574392075,0.0,-8.817456953860947e-17,0.7200000000000003,51.24707658144959,"(93.14180625653468, 93.14180625653468)",59.499063598999896
1158,27.748578177062335,78.27719277766329,0.0,-1.44,-0.7200000000000005,48.75292341855041,"(93.14180625653468, 93.14180625653468)",97.31072450971074
1159,-43.32813746803611,38.10462575004464,0.0,1.44,0.7200000000000005,51.24707658144959,"(93.14180625653468, 93.14180625653468)",77.64057723235214
1160,38.481140069635984,56.79050852863581,0.0,1.44,0.7200000000000005,51.24707658144959,"(93.14180625653468, 93.14180625653468)",84.51160182166217
1161,36.46963214366542,64.44663242796886,0.0,1.44,-0.7200000000000001,48.75292341855041,"(93.14180625653468, 93.14180625653468)",88.60368306101932
1162,-42.864565495842626,53.55921045770391,0.0,-1.44,0.16000000000000006,50.27712812921102,"(93.14180625653468, 93.14180625653468)",84.2333658175109
1163,38.05983555168918,50.392176156407224,0.0,-1.44,-0.7200000000000005,48.75292341855041,"(93.14180625653468, 93.14180625653468)",80.92922279318599
1164,-39.14881245627444,69.823871156385,0.0,8.817456953860947e-17,-0.7200000000000003,48.75292341855041,"(93.14180625653468, 93.14180625653468)",94.26513043708282
1165,-41.10777931589416,61.591825591678514,0.0,-1.44,-0.24000000000000027,49.58430780618347,"(93.14180625653468, 93.14180625653468)",88.63019210445489
1166,-33.30712874397672,79.34253383168553,0.0,-8.817456953860947e-17,0.7200000000000003,51.24707658144959,"(93.14180625653468, 93.14180625653468)",99.58479055271108
1167,-42.25924762534254,46.92630914678867,0.0,1.44,0.24000000000000027,50.41569219381653,"(93.14180625653468, 93.14180625653468)",81.43081556850687
1168,30.984725810056204,73.81022467433384,0.0,1.44,0.1600000000000004,50.27712812921102,"(93.14180625653468, 93.14180625653468)",93.94166291210922
1169,36.80530986027839,37.08681256307818,0.0,1.44,-0.7200000000000001,48.75292341855041,"(93.14180625653468, 93.14180625653468)",71.11193823506903
1170,24.10207933698032,82.60564309799851,0.0,1.44,-0.7200000000000001,48.75292341855041,"(93.14180625653468, 93.14180625653468)",99.16440984257234
1171,-40.463527959190195,33.05700236101019,0.0,-1.44,-1.7634913907721887e-16,50.0,"(93.14180625653468, 93.14180625653468)",71.52343070265528
1172,-27.748578177062328,78.27719277766329,0.0,1.44,-0.15999999999999984,49.72287187078898,"(93.14180625653468, 93.14180625653468)",97.34849918677581
1173,24.107959094669724,6.618633415572388,0.0,-0.6400000000000001,0.24000000000000002,50.41569219381653,"(93.14180625653468, 93.14180625653468)",56.52336209907684
1174,18.70004626522719,80.91730822066664,0.0,1.44,0.7200000000000005,51.24707658144959,"(93.14180625653468, 93.14180625653468)",96.72528263625466
